PublicationAgency,MergedText
오영산업(주),스텔스 기능 색소재료 및 적용기술 개발 대한민국 1415125220.0 스텔스 기능 색소재료 및 적용기술 개발 정진욱2421406207 EQU 친환경 에너지절감을 위한 고(高)고착율 반응성염료 개발 1415135438.0 2.02e+19 NFEC-2015-05-202092 2014.0 2014.0 P21 산업통상자원부 U10714 글로벌전문기술개발(주력및신산업) ZC04146 50312.0 환경친화형소재(Eco-material)개발기술 10505.0 첨단소재 기술(기능성 유기소재) EC05 정밀화학 EC08 염색가공 nan nan
오영산업(주),"스텔스 기능 색소재료 및 적용기술 개발 대한민국 1415125220.0 스텔스 기능 색소재료 및 적용기술 개발 정진욱2421406207 EQU Green 및 Red color Hybrid Color Resist용 고성능 염료개발 1415123447.0 2.01e+19 NFEC-2013-06-179480 2012.0 2012.0 N38 지식경제부 U10008 산업소재원천기술개발 ZC04146 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 12700.0 차세대 디스플레이 기술 J0505 염/안료 및 중간체 J0514 전자산업용 정밀화학소재 nan nan"
오영산업(주),광이색성(Photochromism) 현상이 적은 신규 Golden Yellow 반응성염료의 개발 대한민국 1415110178.0 광이색성 현상이 적은 신규 Golden Yellow 반응성염료의 개발 정진욱1351900049 EQU 제반견뢰도가 우수한 Non-Constrast 형 반응성 염료 개발 1425069785.0 2.01e+19 NFEC-2012-03-159356 2011.0 2011.0 N30 중소기업청 S2011 중소기업기술혁신개발사업 ZC04146 50312.0 환경친화형소재(Eco-material)개발기술 30400.0 환경친화적인 소재·제품 및 공정기술 C02 유기화학 nan nan nan nan
오영산업(주),"광이색성(Photochromism) 현상이 적은 신규 Golden Yellow 반응성염료의 개발 대한민국 1415110178.0 광이색성 현상이 적은 신규 Golden Yellow 반응성염료의 개발 정진욱2421406207 EQU 스텔스 기능 색소재료 및 적용기술 개발 1415125220.0 2.01e+19 NFEC-2013-11-183834 2013.0 2012.0 N38 지식경제부 U10008 산업소재원천기술개발 ZC04146 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 41900.0 고기능 고분자 소재 기술 C02 유기화학 nan nan nan nan"
오영산업(주),광이색성(Photochromism) 현상이 적은 신규 Golden Yellow 반응성염료의 개발 대한민국 1415110178.0 광이색성 현상이 적은 신규 Golden Yellow 반응성염료의 개발 정진욱2421406207 EQU 친환경 에너지절감을 위한 고(高)고착율 반응성염료 개발 1415135438.0 2.02e+19 NFEC-2015-05-202092 2014.0 2014.0 P21 산업통상자원부 U10714 글로벌전문기술개발(주력및신산업) ZC04146 50312.0 환경친화형소재(Eco-material)개발기술 10505.0 첨단소재 기술(기능성 유기소재) EC05 정밀화학 EC08 염색가공 nan nan
오영산업(주),"광이색성(Photochromism) 현상이 적은 신규 Golden Yellow 반응성염료의 개발 대한민국 1415110178.0 광이색성 현상이 적은 신규 Golden Yellow 반응성염료의 개발 정진욱2421406207 EQU Green 및 Red color Hybrid Color Resist용 고성능 염료개발 1415123447.0 2.01e+19 NFEC-2013-06-179480 2012.0 2012.0 N38 지식경제부 U10008 산업소재원천기술개발 ZC04146 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 12700.0 차세대 디스플레이 기술 J0505 염/안료 및 중간체 J0514 전자산업용 정밀화학소재 nan nan"
(주)썬테크,고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 대한민국 1425102944.0 고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 정학균1101100180 EQU 저낙차 소수력 발전용 30kW급 gearless모듈형 다극 영구자석 발전기 개발 1415132259.0 2.02e+19 NFEC-2016-01-207332 2014.0 2013.0 P21 산업통상자원부 2.15E+22 신재생에너지융합원천기술개발(전력기금) ZA37229 50218.0 기타 에너지기술 31500.0 미활용에너지 이용기술 EF0605 소수력 ED0301 발전기/전동기 및 제어 nan nan
(주)썬테크,고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 대한민국 1425102944.0 고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 정학균1101100180 EQU 고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 1425094829.0 2.02e+19 NFEC-2016-03-208397 2016.0 2015.0 P48 중소기업청 S5120 지역강소기업경쟁력강화(2단계) ZA37229 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 50205.0 기반시설 기능유지 및 복구·복원기술 ED0301 발전기/전동기 및 제어 nan nan nan nan
(주)썬테크,영구자석 발전기 최적전압 형성을 위한 모니터링일체형 제어기개발 대한민국 1425094913.0 영구자석발전기 최적 전압 형성을 위한 모니터링 일체형 제어기 개발 조종현1101100180 EQU 저낙차 소수력 발전용 30kW급 gearless모듈형 다극 영구자석 발전기 개발 1415132259.0 2.02e+19 NFEC-2016-01-207332 2014.0 2013.0 P21 산업통상자원부 2.15E+22 신재생에너지융합원천기술개발(전력기금) ZA37229 50218.0 기타 에너지기술 31500.0 미활용에너지 이용기술 EF0605 소수력 ED0301 발전기/전동기 및 제어 nan nan
(주)썬테크,영구자석 발전기 최적전압 형성을 위한 모니터링일체형 제어기개발 대한민국 1425094913.0 영구자석발전기 최적 전압 형성을 위한 모니터링 일체형 제어기 개발 조종현1101100180 EQU 고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 1425094829.0 2.02e+19 NFEC-2016-03-208397 2016.0 2015.0 P48 중소기업청 S5120 지역강소기업경쟁력강화(2단계) ZA37229 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 50205.0 기반시설 기능유지 및 복구·복원기술 ED0301 발전기/전동기 및 제어 nan nan nan nan
(주)썬테크,금형 형상 최적화를 이용한 비조질강 타이로드 냉간 단조공정 설계기술 개발 대한민국 1425132427.0 금형 형상 최적화를 이용한 비조질강 타이로드 냉간 단조공정 설계기술 개발 유해구1101100180 EQU 저낙차 소수력 발전용 30kW급 gearless모듈형 다극 영구자석 발전기 개발 1415132259.0 2.02e+19 NFEC-2016-01-207332 2014.0 2013.0 P21 산업통상자원부 2.15E+22 신재생에너지융합원천기술개발(전력기금) ZA37229 50218.0 기타 에너지기술 31500.0 미활용에너지 이용기술 EF0605 소수력 ED0301 발전기/전동기 및 제어 nan nan
(주)썬테크,금형 형상 최적화를 이용한 비조질강 타이로드 냉간 단조공정 설계기술 개발 대한민국 1425132427.0 금형 형상 최적화를 이용한 비조질강 타이로드 냉간 단조공정 설계기술 개발 유해구1101100180 EQU 고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 1425094829.0 2.02e+19 NFEC-2016-03-208397 2016.0 2015.0 P48 중소기업청 S5120 지역강소기업경쟁력강화(2단계) ZA37229 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 50205.0 기반시설 기능유지 및 복구·복원기술 ED0301 발전기/전동기 및 제어 nan nan nan nan
(주)원,"신용카드 승인정보기반 프로세스 마이닝 시스템 대한민국 1425077077.0 신용카드 승인정보기반 프로세스 마이닝 시스템 박정철1058707594 EQU 스마트폰 통합 결제 시스템 구축을 위한 전자고지결제(EBPP), NFC 전자결제용 시스템 구축을 위해 NFC와 RF카드간 연동 기술과 다종 디바이스 연동 PUSH기술을 사용한 스마트폰 통합결제 원천 솔루션 개발 1415117573.0 2.01e+19 NFEC-2012-03-160868 2011.0 2011.0 N38 지식경제부 W00213 글로벌전문기술개발(정보통신) ACA1313 10313.0 전자상거래 기술 11200.0 전자금융기술 L10 U-컴퓨팅 nan nan nan nan"
(주)원,"Push 기술을 적용한 통합 전자결제 기술 대한민국 1425061758.0 Push 기술을 적용한 통합 전자결제 기술 박정철1058707594 EQU 스마트폰 통합 결제 시스템 구축을 위한 전자고지결제(EBPP), NFC 전자결제용 시스템 구축을 위해 NFC와 RF카드간 연동 기술과 다종 디바이스 연동 PUSH기술을 사용한 스마트폰 통합결제 원천 솔루션 개발 1415117573.0 2.01e+19 NFEC-2012-03-160868 2011.0 2011.0 N38 지식경제부 W00213 글로벌전문기술개발(정보통신) ACA1313 10313.0 전자상거래 기술 11200.0 전자금융기술 L10 U-컴퓨팅 nan nan nan nan"
(주)원,"지불 취약계층의 결제를 위한 멀티 사용자 상호인증 모듈 및 원격 결제 승인 시스템 대한민국 1425109336.0 지불 취약계층의 결제를 위한 멀티 사용자 상호인증 모듈 및 원격 결제 승인 시스템 박정철1058707594 EQU 스마트폰 통합 결제 시스템 구축을 위한 전자고지결제(EBPP), NFC 전자결제용 시스템 구축을 위해 NFC와 RF카드간 연동 기술과 다종 디바이스 연동 PUSH기술을 사용한 스마트폰 통합결제 원천 솔루션 개발 1415117573.0 2.01e+19 NFEC-2012-03-160868 2011.0 2011.0 N38 지식경제부 W00213 글로벌전문기술개발(정보통신) ACA1313 10313.0 전자상거래 기술 11200.0 전자금융기술 L10 U-컴퓨팅 nan nan nan nan"
(주)원,"스마트폰 통합 결제 시스템 구축을 위한 전자고지결제(EBPP), NFC 전자결제용 시스템 구축을 위해 NFC와 RF카드간 연동 기술과 다종 디바이스 연동 PUSH기술을 사용한 스마트폰 통합결제 원천 솔루션 개발 대한민국 1415117573.0 스마트폰 통합 결제 시스템 구축을 위한 전자고지결제(EBPP), NFC 전자결제용 시스템 구축을 위해 NFC와 RF카드간 연동 기술과 다종 디바이스 연동 PUSH기술을 사용한 스마트폰 통합결제 원천 솔루션 개발 박정철1058707594 EQU 스마트폰 통합 결제 시스템 구축을 위한 전자고지결제(EBPP), NFC 전자결제용 시스템 구축을 위해 NFC와 RF카드간 연동 기술과 다종 디바이스 연동 PUSH기술을 사용한 스마트폰 통합결제 원천 솔루션 개발 1415117573.0 2.01e+19 NFEC-2012-03-160868 2011.0 2011.0 N38 지식경제부 W00213 글로벌전문기술개발(정보통신) ACA1313 10313.0 전자상거래 기술 11200.0 전자금융기술 L10 U-컴퓨팅 nan nan nan nan"
(주)에스알,니켈슬래그를 재활용한 쇼트 블라스팅용 고효율 연마재 개발 대한민국 1425087956.0 니켈슬래그를 재활용한 쇼트 블라스팅용 고효율 연마재 개발 김중권1200604489 EQU 철도 신호용 스마트 통합 전원장치 개발 1425156642.0 2.02e+19 NFEC-2022-07-280312 2022.0 2021.0 P73 중소벤처기업부 S203D 구매조건부신제품개발사업(공동투자형) AAP2289 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 10402.0 스마트 철도교통 기술 EI0604 철도신호통신기술 nan nan nan nan
(주)에스알,자가감시기능을 탑재한 이중화 궤도회로 통합모듈 개발 대한민국 1425129951.0 자가감시기능을 탑재한 이중화 궤도회로 통합모듈 개발 최용헌1200604489 EQU 철도 신호용 스마트 통합 전원장치 개발 1425156642.0 2.02e+19 NFEC-2022-07-280312 2022.0 2021.0 P73 중소벤처기업부 S203D 구매조건부신제품개발사업(공동투자형) AAP2289 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 10402.0 스마트 철도교통 기술 EI0604 철도신호통신기술 nan nan nan nan
케이아이티밸리(주),공중음파 공동활용기술 및 관측장비 효율적 운영방안 개발 대한민국 1365002325.0 공중음파 관측장비의 효율적인 운영조건 분석 연구 이석태1168106959 EQU 공중음파 관측장비의 효율적인 운영조건 분석 연구 1365002325.0 2.02e+19 NFEC-2017-03-236708 2017.0 2016.0 P50 기상청 20163138302 지진기술개발사업(R&D) ZC45051 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 50101.0 자연재해 모니터링·예측·대응기술 ND0299 달리 분류되지 않는 지구물리학 nan nan nan nan
케이아이티밸리(주),음파관측자료 활용을 위한 분석기법 개발 연구 대한민국 1365001696.0 음파관측자료 활용을 위한 분석기법 개발 연구 이석태1168106959 EQU 공중음파 관측장비의 효율적인 운영조건 분석 연구 1365002325.0 2.02e+19 NFEC-2017-03-236708 2017.0 2016.0 P50 기상청 20163138302 지진기술개발사업(R&D) ZC45051 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 50101.0 자연재해 모니터링·예측·대응기술 ND0299 달리 분류되지 않는 지구물리학 nan nan nan nan
케이아이티밸리(주),원지 지진해일이 한반도에 미치는 영향 평가 대한민국 1365001115.0 원지 지진해일이 한반도에 미치는 영향 평가 장미호1168106959 EQU 공중음파 관측장비의 효율적인 운영조건 분석 연구 1365002325.0 2.02e+19 NFEC-2017-03-236708 2017.0 2016.0 P50 기상청 20163138302 지진기술개발사업(R&D) ZC45051 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 50101.0 자연재해 모니터링·예측·대응기술 ND0299 달리 분류되지 않는 지구물리학 nan nan nan nan
케이아이티밸리(주),지진발생 지역에 대한 현장경보(On-Site Alarm) 기술 및 적용 연구 대한민국 1365003210.0 지진발생 지역에 대한 현장경보(On-Site Alarm)기술 및 적용연구 이호준1168106959 EQU 공중음파 관측장비의 효율적인 운영조건 분석 연구 1365002325.0 2.02e+19 NFEC-2017-03-236708 2017.0 2016.0 P50 기상청 20163138302 지진기술개발사업(R&D) ZC45051 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 50101.0 자연재해 모니터링·예측·대응기술 ND0299 달리 분류되지 않는 지구물리학 nan nan nan nan
(주)에디넷,3차원공간계를 이용한 차세대 항해 견시시스템 및 자동 열상이미지 표적추적장치 개발 대한민국 1425070224.0 3차원공간계를 이용한 차세대 항해 견시시스템 및 자동 열상이미지 표적추적장치 개발 장선봉6018102143 EQU 3차원공간계를 이용한 차세대 항해 견시시스템 및 자동 열상이미지 표적추적장치 개발 1425070224.0 2.01e+19 NFEC-2012-06-165058 2011.0 2011.0 N30 중소기업청 S2011 중소기업기술혁신개발사업 ZA40971 10314.0 신호처리기술(영상·음성처리·인식·합성) 10900.0 디지털 신호처리기술 L02 소프트웨어 nan nan nan nan
(주)에디넷,해상 부이충돌 감시 장치(블랙박스) 및 사고영상 모니터링 시스템 개발 대한민국 1415157609.0 해상 부이충돌 감시 장치(블랙박스) 및 사고영상 모니터링 시스템 개발 이남희6018102143 EQU 3차원공간계를 이용한 차세대 항해 견시시스템 및 자동 열상이미지 표적추적장치 개발 1425070224.0 2.01e+19 NFEC-2012-06-165058 2011.0 2011.0 N30 중소기업청 S2011 중소기업기술혁신개발사업 ZA40971 10314.0 신호처리기술(영상·음성처리·인식·합성) 10900.0 디지털 신호처리기술 L02 소프트웨어 nan nan nan nan
(주)에디넷,3차원공간계를 이용한 차세대 항해 견시시스템 및 자동 열상이미지 표적추적장치 개발 대한민국 1425072657.0 3차원공간계를 이용한 차세대 항해 견시시스템 및 자동 열상이미지 표적추적장치 개발 고승영6018102143 EQU 3차원공간계를 이용한 차세대 항해 견시시스템 및 자동 열상이미지 표적추적장치 개발 1425070224.0 2.01e+19 NFEC-2012-06-165058 2011.0 2011.0 N30 중소기업청 S2011 중소기업기술혁신개발사업 ZA40971 10314.0 신호처리기술(영상·음성처리·인식·합성) 10900.0 디지털 신호처리기술 L02 소프트웨어 nan nan nan nan
덕양산업(주),그린카본 함유량 25%이상의 자동차 내장부품용 바이오 폴리우레탄 소재개발 대한민국 1415158750.0 그린카본 함유량 25% 이상의 자동차 내장부품용 바이오 폴리우레탄 소재 개발 곽성복1248100102 EQU 다층 구조 압출 발포 대형 내장 부품 개발 1415087839.0 2.01e+19 NFEC-2012-07-167741 2009.0 2008.0 N38 지식경제부 200807432610301A 자동차조선전략기술개발 ZB19412 50218.0 기타 에너지기술 42000.0 고성능 복합기능 섬유소재 기술 R8 우주·항공·천문·해양 nan 조선 nan nan
덕양산업(주),에코 항균소재 개발을 통한 크래쉬 패드의 냄새 및 휘발성 유해 유기물(VOCs) 저감 기술 개발 대한민국 1415111073.0 에코 항균소재 개발을 통한 크래쉬 패드의 냄새 및 휘발성 유해 유기물(VOCs) 저감 기술 개발 곽성복1248100102 EQU 다층 구조 압출 발포 대형 내장 부품 개발 1415087839.0 2.01e+19 NFEC-2012-07-167741 2009.0 2008.0 N38 지식경제부 200807432610301A 자동차조선전략기술개발 ZB19412 50218.0 기타 에너지기술 42000.0 고성능 복합기능 섬유소재 기술 R8 우주·항공·천문·해양 nan 조선 nan nan
덕양산업(주),국제 환경규제 대응을 위한 천연물 유래 자동차 경량화 소재 및 제조공정 기술 개발 대한민국 1415146805.0 국제 환경규제 대응을 위한 천연물 유래 자동차 경량화 소재 및 제조공정 기술 개발 이상락1248100102 EQU 다층 구조 압출 발포 대형 내장 부품 개발 1415087839.0 2.01e+19 NFEC-2012-07-167741 2009.0 2008.0 N38 지식경제부 200807432610301A 자동차조선전략기술개발 ZB19412 50218.0 기타 에너지기술 42000.0 고성능 복합기능 섬유소재 기술 R8 우주·항공·천문·해양 nan 조선 nan nan
